REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Aug-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.738,,,,3
Aug-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.696,,,,3
Aug-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.017,,,,3
Aug-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,63.702,,,,3
Aug-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,104.5,,,,3
Aug-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,46.664,,,,3
Aug-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,8.376,,,,3
Aug-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.686,,,,3
Aug-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,34.602,,,,3
Aug-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,39.623,,,,3
Sep-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,239.122,,,,3
Sep-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.458,,,,3
Sep-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.677,,,,3
Sep-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.719,,,,3
Sep-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.631,,,,3
Sep-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.431,,,,3
Sep-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,59.095,,,,3
Sep-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,85.947,,,,3
Sep-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,46.751,,,,3
Sep-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.32,,,,3
Sep-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.298,,,,3
Sep-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,38.133,,,,3
Sep-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.871,,,,3
Oct-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,239.312,,,,3
Oct-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.487,,,,3
Oct-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.247,,,,3
Oct-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.745,,,,3
Oct-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.908,,,,3
Oct-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.587,,,,3
Oct-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,55.082,,,,3
Oct-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,95.124,,,,3
Oct-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,51.238,,,,3
Oct-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.233,,,,3
Oct-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.332,,,,3
Oct-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,42.673,,,,3
Oct-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,26.381,,,,3
Nov-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,246.431,,,,3
Nov-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.875,,,,3
Nov-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.067,,,,3
Nov-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.767,,,,3
Nov-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.764,,,,3
Nov-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.277,,,,3
Nov-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,60.504,,,,3
Nov-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,85.782,,,,3
Nov-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,52.817,,,,3
Nov-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.259,,,,3
Nov-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.819,,,,3
Nov-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,43.739,,,,3
Nov-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,35.453,,,,3
Dec-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,229.102,,,,3
Dec-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,15.799,,,,3
Dec-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.895,,,,3
Dec-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.721,,,,3
Dec-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.977,,,,3
Dec-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,5.206,,,,3
Dec-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,57.149,,,,3
Dec-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,76.143,,,,3
Dec-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,46.868,,,,3
Dec-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.55,,,,3
Dec-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.742,,,,3
Dec-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,39.576,,,,3
Dec-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.143,,,,3
Jan-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,185.278,,,,3
Jan-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.754,,,,3
Jan-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.223,,,,3
Jan-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.146,,,,3
Jan-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.559,,,,3
Jan-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.826,,,,3
Jan-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,53.829,,,,3
Jan-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,57.357,,,,3
Jan-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,36.575,,,,3
Jan-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.533,,,,3
Jan-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.305,,,,3
Jan-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,30.737,,,,3
Jan-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.763,,,,3
Feb-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,212.311,,,,3
Feb-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.72,,,,3
Feb-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.36,,,,3
Feb-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,2.135,,,,3
Feb-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.202,,,,3
Feb-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.023,,,,3
Feb-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,58.572,,,,3
Feb-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,71.102,,,,3
Feb-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,43.133,,,,3
Feb-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.573,,,,3
Feb-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.491,,,,3
Feb-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,36.069,,,,3
Feb-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.784,,,,3
Mar-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,213.14,,,,3
Mar-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.632,,,,3
Mar-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.251,,,,3
Mar-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.939,,,,3
Mar-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.148,,,,3
Mar-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.294,,,,3
Mar-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,47.267,,,,3
Mar-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,79.966,,,,3
Mar-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,44.385,,,,3
Mar-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,5.276,,,,3
Mar-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.401,,,,3
Mar-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,36.708,,,,3
Mar-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,31.89,,,,3
Apr-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,251.213,,,,3
Apr-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.906,,,,3
Apr-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.283,,,,3
Apr-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.475,,,,3
Apr-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.247,,,,3
Apr-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.901,,,,3
Apr-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,61.833,,,,3
Apr-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,90.391,,,,3
Apr-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,52.212,,,,3
Apr-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.015,,,,3
Apr-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.535,,,,3
Apr-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,45.662,,,,3
Apr-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.871,,,,3
May-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,223.409,,,,3
May-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,14.61,,,,3
May-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.691,,,,3
May-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.091,,,,3
May-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.048,,,,3
May-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.78,,,,3
May-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,46.953,,,,3
May-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,70.392,,,,3
May-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,53.96,,,,3
May-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.834,,,,3
May-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.91,,,,3
May-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,47.216,,,,3
May-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,37.494,,,,3
Jun-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,237.053,,,,3
Jun-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.371,,,,3
Jun-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.292,,,,3
Jun-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.953,,,,3
Jun-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.464,,,,3
Jun-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.662,,,,3
Jun-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,49.403,,,,3
Jun-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,99.74,,,,3
Jun-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,44.829,,,,3
Jun-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,5.254,,,,3
Jun-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.564,,,,3
Jun-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,35.011,,,,3
Jun-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,30.71,,,,3
Jul-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,249.838,,,,3
Jul-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.484,,,,3
Jul-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.512,,,,3
Jul-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.707,,,,3
Jul-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.034,,,,3
Jul-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.231,,,,3
Jul-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,53.957,,,,3
Jul-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,101.093,,,,3
Jul-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,45.277,,,,3
Jul-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,5.77,,,,3
Jul-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.654,,,,3
Jul-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,35.853,,,,3
Jul-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,37.027,,,,3
Aug-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,209.411,,,,3
Aug-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,14.105,,,,3
Aug-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.619,,,,3
Aug-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.872,,,,3
Aug-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.441,,,,3
Aug-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.173,,,,3
Aug-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,43.763,,,,3
Aug-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,68.519,,,,3
Aug-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,48.166,,,,3
Aug-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,6.345,,,,3
Aug-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.324,,,,3
Aug-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,37.497,,,,3
Aug-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,34.858,,,,3
Sep-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,232.163,,,,3
Sep-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.718,,,,3
Sep-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.581,,,,3
Sep-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.799,,,,3
Sep-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.833,,,,3
Sep-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.505,,,,3
Sep-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,52.236,,,,3
Sep-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,70.549,,,,3
Sep-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,57.307,,,,3
Sep-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.525,,,,3
Sep-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.135,,,,3
Sep-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,48.647,,,,3
Sep-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,41.353,,,,3
Oct-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,219.023,,,,3
Oct-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.189,,,,3
Oct-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.565,,,,3
Oct-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.587,,,,3
Oct-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.603,,,,3
Oct-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,5.434,,,,3
Oct-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,47.943,,,,3
Oct-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,64.984,,,,3
Oct-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,54.578,,,,3
Oct-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,5.546,,,,3
Oct-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.808,,,,3
Oct-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,45.224,,,,3
Oct-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,38.329,,,,3
Nov-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,235.79,,,,3
Nov-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.467,,,,3
Nov-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.26,,,,3
Nov-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.858,,,,3
Nov-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.729,,,,3
Nov-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.62,,,,3
Nov-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,50.302,,,,3
Nov-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,84.727,,,,3
Nov-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,54.32,,,,3
Nov-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.95,,,,3
Nov-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.093,,,,3
Nov-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,45.277,,,,3
Nov-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.974,,,,3
Dec-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,233.376,,,,3
Dec-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.452,,,,3
Dec-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.768,,,,3
Dec-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.15,,,,3
Dec-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.636,,,,3
Dec-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.898,,,,3
Dec-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,50.396,,,,3
Dec-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,80.825,,,,3
Dec-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,51.648,,,,3
Dec-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.691,,,,3
Dec-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.1,,,,3
Dec-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,44.857,,,,3
Dec-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,38.055,,,,3
Jan-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,223.622,,,,3
Jan-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.999,,,,3
Jan-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.485,,,,3
Jan-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.374,,,,3
Jan-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.402,,,,3
Jan-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.738,,,,3
Jan-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,47.441,,,,3
Jan-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,78.937,,,,3
Jan-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,49.073,,,,3
Jan-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.634,,,,3
Jan-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.547,,,,3
Jan-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,41.892,,,,3
Jan-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,34.172,,,,3
Feb-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,238.095,,,,3
Feb-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.061,,,,3
Feb-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.267,,,,3
Feb-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.2,,,,3
Feb-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.125,,,,3
Feb-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.469,,,,3
Feb-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,48.601,,,,3
Feb-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,78.679,,,,3
Feb-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,59.05,,,,3
Feb-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.602,,,,3
Feb-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.435,,,,3
Feb-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,52.013,,,,3
Feb-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,39.704,,,,3
Mar-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,249.27,,,,3
Mar-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.025,,,,3
Mar-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.668,,,,3
Mar-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.525,,,,3
Mar-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.9,,,,3
Mar-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.932,,,,3
Mar-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,50.974,,,,3
Mar-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,81.605,,,,3
Mar-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,65.206,,,,3
Mar-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,6.542,,,,3
Mar-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.772,,,,3
Mar-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,55.892,,,,3
Mar-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,41.46,,,,3
Apr-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,233.636,,,,3
Apr-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.465,,,,3
Apr-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.576,,,,3
Apr-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.519,,,,3
Apr-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.912,,,,3
Apr-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.458,,,,3
Apr-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,46.819,,,,3
Apr-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,74.906,,,,3
Apr-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,55.946,,,,3
Apr-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,5.292,,,,3
Apr-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.277,,,,3
Apr-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,47.377,,,,3
Apr-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,43.5,,,,3
May-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,220.93,,,,3
May-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.084,,,,3
May-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.005,,,,3
May-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.648,,,,3
May-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.963,,,,3
May-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.468,,,,3
May-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,45.072,,,,3
May-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,74.252,,,,3
May-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,59.144,,,,3
May-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.853,,,,3
May-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.254,,,,3
May-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,51.037,,,,3
May-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,30.378,,,,3
Jun-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,241.79,,,,3
Jun-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,14.805,,,,3
Jun-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.563,,,,3
Jun-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.716,,,,3
Jun-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.517,,,,3
Jun-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,7.009,,,,3
Jun-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,42.577,,,,3
Jun-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,84.369,,,,3
Jun-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,66.877,,,,3
Jun-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,6.254,,,,3
Jun-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.222,,,,3
Jun-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,56.401,,,,3
Jun-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,33.162,,,,3
Jul-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,241.986,,,,3
Jul-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.652,,,,3
Jul-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.191,,,,3
Jul-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.632,,,,3
Jul-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.089,,,,3
Jul-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.74,,,,3
