REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Mar-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,24.545,,,,3
Mar-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,21.456,,,,3
Apr-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,145.177,,,,3
Apr-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,5.517,,,,3
Apr-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.109,,,,3
Apr-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.382,,,,3
Apr-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.055,,,,3
Apr-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.971,,,,3
Apr-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,26.225,,,,3
Apr-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,58.711,,,,3
Apr-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,34.576,,,,3
Apr-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.128,,,,3
Apr-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.228,,,,3
Apr-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,26.22,,,,3
Apr-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,20.148,,,,3
May-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,140.358,,,,3
May-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,6.49,,,,3
May-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.603,,,,3
May-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.432,,,,3
May-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,1.663,,,,3
May-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.792,,,,3
May-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.255,,,,3
May-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,52.366,,,,3
May-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,37.207,,,,3
May-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.889,,,,3
May-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.763,,,,3
May-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,30.555,,,,3
May-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,20.04,,,,3
Jun-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,131.202,,,,3
Jun-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.485,,,,3
Jun-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.234,,,,3
Jun-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.723,,,,3
Jun-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.824,,,,3
Jun-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.704,,,,3
Jun-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.827,,,,3
Jun-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,47.681,,,,3
Jun-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,29.915,,,,3
Jun-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.914,,,,3
Jun-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.765,,,,3
Jun-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,24.236,,,,3
Jun-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,21.294,,,,3
Jul-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,124.631,,,,3
Jul-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.261,,,,3
Jul-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.111,,,,3
Jul-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.567,,,,3
Jul-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.284,,,,3
Jul-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.299,,,,3
Jul-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,19.589,,,,3
Jul-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,39.904,,,,3
Jul-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,34.299,,,,3
Jul-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.134,,,,3
Jul-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.27,,,,3
Jul-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,27.895,,,,3
Jul-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,22.578,,,,3
Aug-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,142.024,,,,3
Aug-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.26,,,,3
Aug-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.827,,,,3
Aug-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.716,,,,3
Aug-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.718,,,,3
Aug-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.999,,,,3
Aug-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.286,,,,3
Aug-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,53.536,,,,3
Aug-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,30.644,,,,3
Aug-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.708,,,,3
Aug-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.641,,,,3
Aug-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,25.295,,,,3
Aug-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,22.298,,,,3
Sep-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,139.365,,,,3
Sep-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.208,,,,3
Sep-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.911,,,,3
Sep-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.375,,,,3
Sep-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.137,,,,3
Sep-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.785,,,,3
Sep-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.88,,,,3
Sep-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,54.88,,,,3
Sep-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,32.495,,,,3
Sep-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.534,,,,3
Sep-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.306,,,,3
Sep-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,25.655,,,,3
Sep-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,20.902,,,,3
Oct-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,138.022,,,,3
Oct-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.8,,,,3
Oct-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.606,,,,3
Oct-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.507,,,,3
Oct-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.854,,,,3
Oct-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.833,,,,3
Oct-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,20.767,,,,3
Oct-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,58.397,,,,3
Oct-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,32.823,,,,3
Oct-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.22,,,,3
Oct-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.346,,,,3
Oct-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,28.257,,,,3
Oct-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,16.235,,,,3
Nov-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,131.287,,,,3
Nov-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.068,,,,3
Nov-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.15,,,,3
Nov-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.782,,,,3
Nov-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.569,,,,3
Nov-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.567,,,,3
Nov-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,22.792,,,,3
Nov-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,55.123,,,,3
Nov-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,31.625,,,,3
Nov-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.379,,,,3
Nov-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.279,,,,3
Nov-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,25.967,,,,3
Nov-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,14.679,,,,3
Dec-98,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,141.957,,,,3
Dec-98,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.16,,,,3
Dec-98,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.488,,,,3
Dec-98,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.523,,,,3
Dec-98,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.42,,,,3
Dec-98,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.729,,,,3
Dec-98,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,23.334,,,,3
Dec-98,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,59.599,,,,3
Dec-98,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,35.371,,,,3
Dec-98,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.097,,,,3
Dec-98,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.483,,,,3
Dec-98,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,30.791,,,,3
Dec-98,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,16.493,,,,3
Jan-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,131.249,,,,3
Jan-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.968,,,,3
Jan-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.244,,,,3
Jan-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.161,,,,3
Jan-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.242,,,,3
Jan-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.321,,,,3
Jan-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.691,,,,3
Jan-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,56.093,,,,3
Jan-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,28.624,,,,3
Jan-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.782,,,,3
Jan-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.121,,,,3
Jan-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,22.721,,,,3
Jan-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,12.873,,,,3
Feb-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,139.48,,,,3
Feb-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.636,,,,3
Feb-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,0.777,,,,3
Feb-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.497,,,,3
Feb-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.193,,,,3
Feb-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.169,,,,3
Feb-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.475,,,,3
Feb-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,65.962,,,,3
Feb-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,30.493,,,,3
Feb-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.363,,,,3
Feb-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.453,,,,3
Feb-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,25.677,,,,3
Feb-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,13.914,,,,3
Mar-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,141.858,,,,3
Mar-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.945,,,,3
Mar-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.826,,,,3
Mar-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.213,,,,3
Mar-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.601,,,,3
Mar-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.305,,,,3
Mar-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.439,,,,3
Mar-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,63.509,,,,3
Mar-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,27.662,,,,3
Mar-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.956,,,,3
Mar-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.046,,,,3
Mar-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,20.66,,,,3
Mar-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,19.303,,,,3
Apr-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,146.056,,,,3
Apr-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.472,,,,3
Apr-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.734,,,,3
Apr-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.544,,,,3
Apr-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.062,,,,3
Apr-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.132,,,,3
Apr-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,25.293,,,,3
Apr-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,68.882,,,,3
Apr-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,28.58,,,,3
Apr-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.482,,,,3
Apr-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.338,,,,3
Apr-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,21.76,,,,3
Apr-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,13.829,,,,3
May-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,151.765,,,,3
May-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.311,,,,3
May-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.105,,,,3
May-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.813,,,,3
May-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.423,,,,3
May-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.97,,,,3
May-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.132,,,,3
May-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,75.319,,,,3
May-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,25.85,,,,3
May-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.062,,,,3
May-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.805,,,,3
May-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,19.983,,,,3
May-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,17.153,,,,3
Jun-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,153.076,,,,3
Jun-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.581,,,,3
Jun-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.331,,,,3
Jun-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.66,,,,3
Jun-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.501,,,,3
Jun-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.089,,,,3
Jun-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.622,,,,3
Jun-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,69.08,,,,3
Jun-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,33.918,,,,3
Jun-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.732,,,,3
Jun-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.887,,,,3
Jun-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,28.299,,,,3
Jun-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,14.875,,,,3
Jul-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,145.527,,,,3
Jul-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.082,,,,3
Jul-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.16,,,,3
Jul-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.052,,,,3
Jul-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.452,,,,3
Jul-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.418,,,,3
Jul-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,24.452,,,,3
Jul-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,59.989,,,,3
Jul-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,35.222,,,,3
Jul-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,4.481,,,,3
Jul-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.583,,,,3
Jul-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,26.158,,,,3
Jul-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,16.782,,,,3
Aug-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,152.053,,,,3
Aug-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,7.524,,,,3
Aug-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.56,,,,3
Aug-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.659,,,,3
Aug-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.539,,,,3
Aug-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.766,,,,3
Aug-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.592,,,,3
Aug-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,67.908,,,,3
Aug-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,39.076,,,,3
Aug-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.317,,,,3
Aug-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,3.434,,,,3
Aug-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,32.325,,,,3
Aug-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,15.953,,,,3
Sep-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,156.596,,,,3
Sep-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.446,,,,3
Sep-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.266,,,,3
Sep-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.513,,,,3
Sep-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.704,,,,3
Sep-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.963,,,,3
Sep-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,33.396,,,,3
Sep-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,67.193,,,,3
Sep-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,29.807,,,,3
Sep-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.972,,,,3
Sep-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,4.031,,,,3
Sep-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,22.804,,,,3
Sep-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,17.754,,,,3
Oct-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,152.984,,,,3
Oct-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.169,,,,3
Oct-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.262,,,,3
Oct-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.495,,,,3
Oct-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.794,,,,3
Oct-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.618,,,,3
Oct-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,27.998,,,,3
Oct-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,64.507,,,,3
Oct-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,35.624,,,,3
Oct-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.78,,,,3
Oct-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.84,,,,3
Oct-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,29.004,,,,3
Oct-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,14.686,,,,3
Nov-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,165.5,,,,3
Nov-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.817,,,,3
Nov-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.644,,,,3
Nov-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.578,,,,3
Nov-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.116,,,,3
Nov-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.479,,,,3
Nov-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,28.318,,,,3
Nov-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,75.016,,,,3
Nov-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,31.412,,,,3
Nov-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.328,,,,3
Nov-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.093,,,,3
Nov-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,26.991,,,,3
Nov-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,19.937,,,,3
Dec-99,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,161.526,,,,3
Dec-99,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.266,,,,3
Dec-99,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.149,,,,3
Dec-99,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.468,,,,3
Dec-99,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.263,,,,3
Dec-99,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.386,,,,3
Dec-99,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,28.683,,,,3
Dec-99,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,73.464,,,,3
Dec-99,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,31.234,,,,3
Dec-99,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.262,,,,3
Dec-99,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.317,,,,3
Dec-99,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,26.655,,,,3
Dec-99,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,18.879,,,,3
Jan-00,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,137.194,,,,3
Jan-00,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.572,,,,3
Jan-00,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.098,,,,3
Jan-00,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.403,,,,3
Jan-00,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.904,,,,3
Jan-00,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.167,,,,3
Jan-00,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,21.134,,,,3
Jan-00,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,64.999,,,,3
Jan-00,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,28.879,,,,3
Jan-00,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.241,,,,3
Jan-00,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,2.28,,,,3
Jan-00,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,24.358,,,,3
Jan-00,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,10.61,,,,3
Feb-00,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,149.904,,,,3
Feb-00,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.392,,,,3
Feb-00,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.935,,,,3
Feb-00,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.239,,,,3
Feb-00,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.537,,,,3
Feb-00,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.681,,,,3
Feb-00,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,19.983,,,,3
Feb-00,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,76.962,,,,3
Feb-00,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,26.441,,,,3
Feb-00,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.501,,,,3
Feb-00,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.938,,,,3
Feb-00,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,23.002,,,,3
Feb-00,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,16.126,,,,3
Mar-00,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,154.401,,,,3
